"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"411","Barranquilla","Minorista","Gerres cinereus","Sin Transformación"
"412","Barranquilla","Minorista","Hoplias malabaricus","Sin Transformación"
"413","Barranquilla","Minorista","Hypostomus hondae","Sin Transformación"
"414","Barranquilla","Minorista","Illex argentinus","Fileteado"
"415","Barranquilla","Minorista","Illex argentinus","Posteado"
"416","Barranquilla","Minorista","Imparfinis usmai","Sin Transformación"
"417","Barranquilla","Minorista","Lobotes surinamensis","Descamado"
"418","Barranquilla","Minorista","Lutjanus analis","Descamado"
"419","Barranquilla","Minorista","Lutjanus analis","Eviscerado"
"420","Barranquilla","Minorista","Lutjanus apodus","Descamado"
"421","Barranquilla","Minorista","Lutjanus griseus","Descamado"
"422","Barranquilla","Minorista","Lutjanus griseus","Sin Transformación"
"423","Barranquilla","Minorista","Lutjanus synagris","Descamado"
"424","Barranquilla","Minorista","Lutjanus synagris","Sin Transformación"
"425","Barranquilla","Minorista","Macrodon ancylodon","Eviscerado"
"426","Barranquilla","Minorista","Macrodon ancylodon","Fileteado"
"427","Barranquilla","Minorista","Megaleporinus muyscorum","Sin Transformación"
"428","Barranquilla","Minorista","Megalops atlanticus","Descamado"
"429","Barranquilla","Minorista","Megalops atlanticus","Posteado"
"430","Barranquilla","Minorista","Megalops atlanticus","Sin Transformación"
"431","Barranquilla","Minorista","Melongena melongena","Precocido"
"432","Barranquilla","Minorista","Micropogonias furnieri","Sin Transformación"
"433","Barranquilla","Minorista","Mugil curema","Sin Transformación"
"434","Barranquilla","Minorista","Mugil liza","Descamado"
"435","Barranquilla","Minorista","Mugil liza","Eviscerado"
"436","Barranquilla","Minorista","Mugil liza","Sin Transformación"
"437","Barranquilla","Minorista","Mycteroperca bonaci","Descamado"
"438","Barranquilla","Minorista","Mytilus chilensis","Sin Transformación"
"439","Barranquilla","Minorista","Notarius grandicassis","Eviscerado"
"440","Barranquilla","Minorista","Oreochromis niloticus","Descamado"
"441","Barranquilla","Minorista","Oreochromis niloticus","Sin Transformación"
"442","Barranquilla","Minorista","Oreochromis spp.","Descamado"
"443","Barranquilla","Minorista","Oreochromis spp.","Sin Transformación"
"444","Barranquilla","Minorista","Pangasianodon hypophthalmus","Sin Transformación"
"445","Barranquilla","Minorista","Penaeus notialis","Desconchado"
"446","Barranquilla","Minorista","Penaeus notialis","Sin Transformación"
"447","Barranquilla","Minorista","Piaractus brachypomus","Sin Transformación"
"448","Barranquilla","Minorista","Plagioscion magdalenae","Sin Transformación"
"449","Barranquilla","Minorista","Prochilodus lineatus","Descamado"
"450","Barranquilla","Minorista","Prochilodus lineatus","Mariposa"
"451","Barranquilla","Minorista","Prochilodus lineatus","Sin Transformación"
"452","Barranquilla","Minorista","Prochilodus magdalenae","Descamado"
"453","Barranquilla","Minorista","Prochilodus magdalenae","Mariposa"
"454","Barranquilla","Minorista","Prochilodus magdalenae","Sin Transformación"
"455","Barranquilla","Minorista","Prochilodus mariae","Sin Transformación"
"456","Barranquilla","Minorista","Prochilodus reticulatus","Sin Transformación"
"457","Barranquilla","Minorista","Pseudoplatystoma magdaleniatum","Mariposa"
"458","Barranquilla","Minorista","Pseudoplatystoma magdaleniatum","Sin Transformación"
"459","Barranquilla","Minorista","Pseudoplatystoma orinocoense","Sin Transformación"
"460","Barranquilla","Minorista","Salmo salar","Fileteado"
"461","Barranquilla","Minorista","Sciades herzbergii","Eviscerado"
"462","Barranquilla","Minorista","Sciades herzbergii","Fileteado"
"463","Barranquilla","Minorista","Sciades herzbergii","Mariposa"
"464","Barranquilla","Minorista","Sciades herzbergii","Sin Transformación"
"465","Barranquilla","Minorista","Scomberomorus brasiliensis","Eviscerado"
"466","Barranquilla","Minorista","Scomberomorus brasiliensis","Sin Transformación"
"467","Barranquilla","Minorista","Scomberomorus cavalla","Eviscerado"
"468","Barranquilla","Minorista","Scomberomorus cavalla","Sin Transformación"
"469","Barranquilla","Minorista","Seriola spp.","Descamado"
"470","Barranquilla","Minorista","Sorubim cuspicaudus","Sin Transformación"
"471","Barranquilla","Minorista","Sternopygus aequilabiatus","Sin Transformación"
"472","Barranquilla","Minorista","Thunnus alalunga","Posteado"
"473","Barranquilla","Minorista","Trachurus murphyi","Sin Transformación"
"474","Barranquilla","Minorista","Triportheus magdalenae","Sin Transformación"
"475","Barranquilla","Supermercado","Anodontites sp.","Sin Transformación"
"476","Barranquilla","Supermercado","Brotula clarkae","Eviscerado"
"477","Barranquilla","Supermercado","Caranx crysos","Eviscerado"
"478","Barranquilla","Supermercado","Caranx hippos","Eviscerado"
"479","Barranquilla","Supermercado","Centropomus undecimalis","Eviscerado"
"480","Barranquilla","Supermercado","Centropomus undecimalis","Fileteado"
"481","Barranquilla","Supermercado","Centropomus undecimalis","Posteado"
"482","Barranquilla","Supermercado","Coryphaena hippurus","Posteado"
"483","Barranquilla","Supermercado","Decapterus macarellus","Eviscerado"
"484","Barranquilla","Supermercado","Eugerres plumieri","Descamado"
"485","Barranquilla","Supermercado","Euthynnus alletteratus","Eviscerado"
"486","Barranquilla","Supermercado","Gerres cinereus","Descamado"
"487","Barranquilla","Supermercado","Hucho hucho","Fileteado"
"488","Barranquilla","Supermercado","Illex argentinus","Anillos"
"489","Barranquilla","Supermercado","Litopenaeus vannamei","Desconchado"
"490","Barranquilla","Supermercado","Litopenaeus vannamei","Sin Transformación"
"491","Barranquilla","Supermercado","Lutjanus analis","Descamado"
"492","Barranquilla","Supermercado","Lutjanus synagris","Descamado"
"493","Barranquilla","Supermercado","Merluccius spp.","Fileteado"
"494","Barranquilla","Supermercado","Merluccius spp.","Posteado"
"495","Barranquilla","Supermercado","Micropogonias furnieri","Descamado"
"496","Barranquilla","Supermercado","Micropogonias furnieri","Fileteado"
"497","Barranquilla","Supermercado","Mugil curema","Fileteado"
"498","Barranquilla","Supermercado","Mugil liza","Descamado"
"499","Barranquilla","Supermercado","Octopus spp.","Sin Transformación"
"500","Barranquilla","Supermercado","Oncorhynchus kisutch","Fileteado"
"501","Barranquilla","Supermercado","Oncorhynchus mykiss","Descamado"
"502","Barranquilla","Supermercado","Oncorhynchus mykiss","Eviscerado"
"503","Barranquilla","Supermercado","Oncorhynchus mykiss","Fileteado"
"504","Barranquilla","Supermercado","Oncorhynchus mykiss","Mariposa"
"505","Barranquilla","Supermercado","Oncorhynchus spp.","Fileteado"
"506","Barranquilla","Supermercado","Oreochromis niloticus","Cabeza"
"507","Barranquilla","Supermercado","Oreochromis niloticus","Descamado"
"508","Barranquilla","Supermercado","Oreochromis niloticus","Fileteado"
"509","Barranquilla","Supermercado","Oreochromis spp.","Descamado"
"510","Barranquilla","Supermercado","Oreochromis spp.","Fileteado"
"511","Barranquilla","Supermercado","Pangasianodon hypophthalmus","Descabezado"
"512","Barranquilla","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"513","Barranquilla","Supermercado","Pangasianodon hypophthalmus","Posteado"
"514","Barranquilla","Supermercado","Penaeidae","Desconchado"
"515","Barranquilla","Supermercado","Penaeus monodon","Desconchado"
"516","Barranquilla","Supermercado","Penaeus notialis","Desconchado"
"517","Barranquilla","Supermercado","Penaeus schmitti","Desconchado"
"518","Barranquilla","Supermercado","Penaeus schmitti","Precocido"
"519","Barranquilla","Supermercado","Penaeus schmitti","Sin Transformación"
"520","Barranquilla","Supermercado","Piaractus brachypomus","Descamado"
"521","Barranquilla","Supermercado","Plagioscion magdalenae","Descamado"
"522","Barranquilla","Supermercado","Prochilodus lineatus","Descamado"
"523","Barranquilla","Supermercado","Prochilodus magdalenae","Descamado"
"524","Barranquilla","Supermercado","Pseudoplatystoma magdaleniatum","Eviscerado"
"525","Barranquilla","Supermercado","Pseudoplatystoma magdaleniatum","Fileteado"
"526","Barranquilla","Supermercado","Pseudoplatystoma magdaleniatum","Posteado"
"527","Barranquilla","Supermercado","Salmo salar","Fileteado"
"528","Barranquilla","Supermercado","Salmo salar","Posteado"
"529","Barranquilla","Supermercado","Sciades herzbergii","Eviscerado"
"530","Barranquilla","Supermercado","Sciades herzbergii","Posteado"
"531","Barranquilla","Supermercado","Scomberomorus brasiliensis","Eviscerado"
"532","Barranquilla","Supermercado","Scomberomorus cavalla","Eviscerado"
"533","Barranquilla","Supermercado","Thunnus alalunga","Eviscerado"
"534","Barranquilla","Supermercado","Thunnus alalunga","Posteado"
"535","Barranquilla","Supermercado","Thunnus spp.","Fileteado"
"536","Barranquilla","Supermercado","Thunnus thynnus","Fileteado"
"537","Barranquilla","Supermercado","Trachurus murphyi","Eviscerado"
"538","Barranquilla","Supermercado","Trachurus murphyi","Posteado"
"539","Bogotá, D.C.","Mayorista","Aluterus monoceros","Eviscerado"
"540","Bogotá, D.C.","Mayorista","Arapaima gigas","Extracción Huesos"
"541","Bogotá, D.C.","Mayorista","Ariidae","Posteado"
"542","Bogotá, D.C.","Mayorista","Brachyplatystoma platynemum","Eviscerado"
"543","Bogotá, D.C.","Mayorista","Brachyplatystoma platynemum","Posteado"
"544","Bogotá, D.C.","Mayorista","Brachyplatystoma rousseauxii","Descabezado"
"545","Bogotá, D.C.","Mayorista","Brachyplatystoma rousseauxii","Eviscerado"
"546","Bogotá, D.C.","Mayorista","Brachyplatystoma rousseauxii","Posteado"
"547","Bogotá, D.C.","Mayorista","Brachyplatystoma vaillantii","Eviscerado"
"548","Bogotá, D.C.","Mayorista","Brachyplatystoma vaillantii","Posteado"
"549","Bogotá, D.C.","Mayorista","Centropomus nigrescens","Eviscerado"
"550","Bogotá, D.C.","Mayorista","Centropomus nigrescens","Fileteado"
"551","Bogotá, D.C.","Mayorista","Centropomus spp.","Descamado"
"552","Bogotá, D.C.","Mayorista","Centropomus spp.","Eviscerado"
"553","Bogotá, D.C.","Mayorista","Colossoma macropomum","Eviscerado"
"554","Bogotá, D.C.","Mayorista","Cyclopsetta querna","Descabezado"
"555","Bogotá, D.C.","Mayorista","Cyclopsetta querna","Descamado"
"556","Bogotá, D.C.","Mayorista","Cyclopsetta querna","Eviscerado"
"557","Bogotá, D.C.","Mayorista","Dosidicus gigas","Despulpado"
"558","Bogotá, D.C.","Mayorista","Dosidicus gigas","Posteado"
"559","Bogotá, D.C.","Mayorista","Dosidicus gigas","Recortes"
"560","Bogotá, D.C.","Mayorista","Hypophthalmus edentatus","Eviscerado"
"561","Bogotá, D.C.","Mayorista","Hypophthalmus edentatus","Fileteado"
"562","Bogotá, D.C.","Mayorista","Leiarius marmoratus","Descabezado"
"563","Bogotá, D.C.","Mayorista","Leiarius marmoratus","Eviscerado"
"564","Bogotá, D.C.","Mayorista","Leiarius marmoratus","Posteado"
"565","Bogotá, D.C.","Mayorista","Litopenaeus vannamei","Descabezado"
"566","Bogotá, D.C.","Mayorista","Litopenaeus vannamei","Desconchado"
"567","Bogotá, D.C.","Mayorista","Litopenaeus vannamei","Posteado"
"568","Bogotá, D.C.","Mayorista","Litopenaeus vannamei","Precocido"
"569","Bogotá, D.C.","Mayorista","Loligo sp.","Anillos"
"570","Bogotá, D.C.","Mayorista","Loligo sp.","Descabezado"
"571","Bogotá, D.C.","Mayorista","Loligo sp.","Despulpado"
"572","Bogotá, D.C.","Mayorista","Loligo sp.","Eviscerado"
"573","Bogotá, D.C.","Mayorista","Loligo sp.","Recortes"
"574","Bogotá, D.C.","Mayorista","Lolliguncula diomedeae","Despulpado"
"575","Bogotá, D.C.","Mayorista","Lutjanus guttatus","Eviscerado"
"576","Bogotá, D.C.","Mayorista","Lutjanus peru","Eviscerado"
"577","Bogotá, D.C.","Mayorista","Lutjanus spp.","Descamado"
"578","Bogotá, D.C.","Mayorista","Mugil cephalus","Eviscerado"
"579","Bogotá, D.C.","Mayorista","Mugil liza","Descamado"
"580","Bogotá, D.C.","Mayorista","Mytilus chilensis","Desconchado"
"581","Bogotá, D.C.","Mayorista","Mytilus chilensis","Precocido"
"582","Bogotá, D.C.","Mayorista","Mytilus spp.","Desconchado"
"583","Bogotá, D.C.","Mayorista","Mytilus spp.","Posteado"
"584","Bogotá, D.C.","Mayorista","Mytilus spp.","Precocido"
"585","Bogotá, D.C.","Mayorista","Octopus spp.","Posteado"
"586","Bogotá, D.C.","Mayorista","Oncorhynchus mykiss","Descamado"
"587","Bogotá, D.C.","Mayorista","Oncorhynchus mykiss","Eviscerado"
"588","Bogotá, D.C.","Mayorista","Oncorhynchus mykiss","Fileteado"
"589","Bogotá, D.C.","Mayorista","Oncorhynchus mykiss","Mariposa"
"590","Bogotá, D.C.","Mayorista","Oncorhynchus mykiss","Precocido"
"591","Bogotá, D.C.","Mayorista","Oreochromis mossambicus","Fileteado"
"592","Bogotá, D.C.","Mayorista","Oreochromis niloticus","Cabeza"
"593","Bogotá, D.C.","Mayorista","Oreochromis niloticus","Descamado"
"594","Bogotá, D.C.","Mayorista","Oreochromis niloticus","Eviscerado"
"595","Bogotá, D.C.","Mayorista","Oreochromis niloticus","Fileteado"
"596","Bogotá, D.C.","Mayorista","Oreochromis spp.","Cabeza"
"597","Bogotá, D.C.","Mayorista","Oreochromis spp.","Descamado"
"598","Bogotá, D.C.","Mayorista","Oreochromis spp.","Eviscerado"
"599","Bogotá, D.C.","Mayorista","Oreochromis spp.","Fileteado"
"600","Bogotá, D.C.","Mayorista","Pangasianodon hypophthalmus","Descabezado"
"601","Bogotá, D.C.","Mayorista","Pangasianodon hypophthalmus","Eviscerado"
"602","Bogotá, D.C.","Mayorista","Pangasianodon hypophthalmus","Fileteado"
"603","Bogotá, D.C.","Mayorista","Pangasianodon hypophthalmus","Posteado"
"604","Bogotá, D.C.","Mayorista","Pangasius spp.","Fileteado"
"605","Bogotá, D.C.","Mayorista","Penaeidae","Precocido"
"606","Bogotá, D.C.","Mayorista","Penaeus schmitti","Precocido"
"607","Bogotá, D.C.","Mayorista","Phractocephalus hemioliopterus","Eviscerado"
"608","Bogotá, D.C.","Mayorista","Phractocephalus hemioliopterus","Posteado"
"609","Bogotá, D.C.","Mayorista","Piaractus brachypomus","Descamado"
"610","Bogotá, D.C.","Mayorista","Piaractus brachypomus","Eviscerado"
"611","Bogotá, D.C.","Mayorista","Pimelodus blochii","Eviscerado"
"612","Bogotá, D.C.","Mayorista","Pinirampus pirinampu","Eviscerado"
"613","Bogotá, D.C.","Mayorista","Prochilodus lineatus","Descamado"
"614","Bogotá, D.C.","Mayorista","Prochilodus lineatus","Fileteado"
"615","Bogotá, D.C.","Mayorista","Prochilodus nigricans","Descamado"
"616","Bogotá, D.C.","Mayorista","Pseudoplatystoma metaense","Descabezado"
"617","Bogotá, D.C.","Mayorista","Pseudoplatystoma metaense","Eviscerado"
"618","Bogotá, D.C.","Mayorista","Pseudoplatystoma orinocoense","Cabeza"
"619","Bogotá, D.C.","Mayorista","Pseudoplatystoma orinocoense","Descabezado"
"620","Bogotá, D.C.","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"621","Bogotá, D.C.","Mayorista","Pseudoplatystoma orinocoense","Posteado"
"622","Bogotá, D.C.","Mayorista","Pseudoplatystoma punctifer","Eviscerado"
"623","Bogotá, D.C.","Mayorista","Pseudoplatystoma punctifer","Posteado"
"624","Bogotá, D.C.","Mayorista","Pseudoplatystoma spp.","Eviscerado"
"625","Bogotá, D.C.","Mayorista","Pseudoplatystoma spp.","Posteado"
"626","Bogotá, D.C.","Mayorista","Salmo salar","Cabeza"
"627","Bogotá, D.C.","Mayorista","Salmo salar","Fileteado"
"628","Bogotá, D.C.","Mayorista","Scomberomorus sierra","Eviscerado"
"629","Bogotá, D.C.","Mayorista","Sphoeroides spp.","Eviscerado"
"630","Bogotá, D.C.","Mayorista","Sphyraena ensis","Eviscerado"
"631","Bogotá, D.C.","Mayorista","Sphyraena ensis","Fileteado"
"632","Bogotá, D.C.","Mayorista","Sphyraena ensis","Mariposa"
"633","Bogotá, D.C.","Mayorista","Sphyraena idiastes","Mariposa"
"634","Bogotá, D.C.","Mayorista","Sphyraena spp.","Eviscerado"
"635","Bogotá, D.C.","Mayorista","Thunnus spp.","Posteado"
"636","Bogotá, D.C.","Mayorista","Xiphopenaeus riveti","Descabezado"
"637","Bogotá, D.C.","Mayorista","Xiphopenaeus riveti","Precocido"
"638","Bogotá, D.C.","Mayorista","Zungaro zungaro","Eviscerado"
"639","Bogotá, D.C.","Mayorista","Zungaro zungaro","Posteado"
"640","Bogotá, D.C.","Mayorista-Local","Brachyplatystoma rousseauxii","Descabezado"
"641","Bogotá, D.C.","Mayorista-Local","Hypophthalmus edentatus","Eviscerado"
"642","Bogotá, D.C.","Mayorista-Local","Leiarius marmoratus","Descabezado"
"643","Bogotá, D.C.","Mayorista-Local","Litopenaeus vannamei","Precocido"
"644","Bogotá, D.C.","Mayorista-Local","Oreochromis spp.","Descamado"
"645","Bogotá, D.C.","Mayorista-Local","Prochilodus mariae","Eviscerado"
"646","Bogotá, D.C.","Mayorista-Local","Pseudoplatystoma orinocoense","Descabezado"
"647","Bogotá, D.C.","Mayorista-Local","Pseudoplatystoma orinocoense","Descamado"
"648","Bogotá, D.C.","Mayorista-Local","Pseudoplatystoma orinocoense","Posteado"
"649","Bogotá, D.C.","Minorista","Ageneiosus pardalis","Eviscerado"
"650","Bogotá, D.C.","Minorista","Brachyplatystoma rousseauxii","Descabezado"
"651","Bogotá, D.C.","Minorista","Brachyplatystoma rousseauxii","Posteado"
"652","Bogotá, D.C.","Minorista","Brachyplatystoma rousseauxii","Precocido"
"653","Bogotá, D.C.","Minorista","Brachyplatystoma vaillantii","Posteado"
